"date","average_price","percentage_available","year","weekday","day_of_week","monthf","yearmonth","week","week_of_month"
2023-11-06,210.101212922605,34.7878609791534,2023,1,"Mon","Nov","Nov 2023",45,2
2023-11-07,210.179244666601,34.9194681302885,2023,2,"Tue","Nov","Nov 2023",45,2
2023-11-08,204.571451852093,35.3470332284927,2023,3,"Wed","Nov","Nov 2023",45,2
2023-11-09,205.148470477029,35.2988151697388,2023,4,"Thu","Nov","Nov 2023",45,2
2023-11-10,223.753626276367,35.0318784521332,2023,5,"Fri","Nov","Nov 2023",45,2
2023-11-11,224.820367820614,35.0658929976397,2023,6,"Sat","Nov","Nov 2023",45,2
2023-11-12,204.52156907482,35.7523508417399,2023,0,"Sun","Nov","Nov 2023",45,2
2023-11-13,201.182354090672,35.928543512246,2023,1,"Mon","Nov","Nov 2023",46,3
2023-11-14,200.949439848889,36.0271608154758,2023,2,"Tue","Nov","Nov 2023",46,3
2023-11-15,201.397489130966,36.046114014948,2023,3,"Wed","Nov","Nov 2023",46,3
2023-11-16,203.052521863753,35.915183297233,2023,4,"Thu","Nov","Nov 2023",46,3
2023-11-17,220.854283610179,35.6648392111938,2023,5,"Fri","Nov","Nov 2023",46,3
2023-11-18,222.031381986052,35.6579248927741,2023,6,"Sat","Nov","Nov 2023",46,3
2023-11-19,203.642340286832,35.9517601043025,2023,0,"Sun","Nov","Nov 2023",46,3
2023-11-20,201.765361126944,36.0605813858806,2023,1,"Mon","Nov","Nov 2023",47,4
2023-11-21,202.268658903998,35.9351844312352,2023,2,"Tue","Nov","Nov 2023",47,4
2023-11-22,206.301632606462,35.1230571004518,2023,3,"Wed","Nov","Nov 2023",47,4
2023-11-23,210.426560377142,34.060663600203,2023,4,"Thu","Nov","Nov 2023",47,4
2023-11-24,226.016465585443,33.9102056962025,2023,5,"Fri","Nov","Nov 2023",47,4
2023-11-25,226.494411842279,34.0514967690888,2023,6,"Sat","Nov","Nov 2023",47,4
2023-11-26,209.056275853048,34.8347857364747,2023,0,"Sun","Nov","Nov 2023",47,4
2023-11-27,205.138916962801,35.6877384018518,2023,1,"Mon","Nov","Nov 2023",48,5
2023-11-28,203.278139762176,36.1133735136016,2023,2,"Tue","Nov","Nov 2023",48,5
2023-11-29,203.16974524368,36.2441360437842,2023,3,"Wed","Nov","Nov 2023",48,5
2023-11-30,204.698401577241,36.1836638261125,2023,4,"Thu","Nov","Nov 2023",48,5
2023-12-01,223.718354171105,35.8447900109787,2023,5,"Fri","Dec","Dec 2023",48,1
2023-12-02,224.639229823843,35.9033183121671,2023,6,"Sat","Dec","Dec 2023",48,1
2023-12-03,206.994439280531,36.2245813153303,2023,0,"Sun","Dec","Dec 2023",48,1
2023-12-04,205.134589370406,32.8601463565689,2023,1,"Mon","Dec","Dec 2023",49,2
2023-12-05,204.691343740834,32.8781409901248,2023,2,"Tue","Dec","Dec 2023",49,2
2023-12-06,205.33199745858,32.8217910496391,2023,3,"Wed","Dec","Dec 2023",49,2
2023-12-07,206.812609970674,32.7745193874226,2023,4,"Thu","Dec","Dec 2023",49,2
2023-12-08,224.827064220183,32.4442988204456,2023,5,"Fri","Dec","Dec 2023",49,2
2023-12-09,225.684119102633,31.5028759648002,2023,6,"Sat","Dec","Dec 2023",49,2
2023-12-10,204.138935723979,28.5540979561624,2023,0,"Sun","Dec","Dec 2023",49,2
2023-12-11,209.592847154741,32.1143317611926,2023,1,"Mon","Dec","Dec 2023",50,3
2023-12-12,209.384761227634,32.1293992179168,2023,2,"Tue","Dec","Dec 2023",50,3
2023-12-13,210.229022470845,31.9925097184033,2023,3,"Wed","Dec","Dec 2023",50,3
2023-12-14,211.518509735101,31.68117248085,2023,4,"Thu","Dec","Dec 2023",50,3
2023-12-15,230.774143525146,31.4056684798168,2023,5,"Fri","Dec","Dec 2023",50,3
2023-12-16,231.889931027899,31.3190615975752,2023,6,"Sat","Dec","Dec 2023",50,3
2023-12-17,214.743344564134,31.4976510226356,2023,0,"Sun","Dec","Dec 2023",50,3
2023-12-18,212.863444481336,31.5467438220367,2023,1,"Mon","Dec","Dec 2023",51,4
2023-12-19,212.6997509783,31.5142891023361,2023,2,"Tue","Dec","Dec 2023",51,4
2023-12-20,213.74725405072,31.3405926031362,2023,3,"Wed","Dec","Dec 2023",51,4
2023-12-21,217.442333785617,31.0219238734557,2023,4,"Thu","Dec","Dec 2023",51,4
2023-12-22,236.282254767573,30.3080585816319,2023,5,"Fri","Dec","Dec 2023",51,4
2023-12-23,238.46578084306,29.5360277804572,2023,6,"Sat","Dec","Dec 2023",51,4
2023-12-24,226.139498056529,29.1376745525217,2023,0,"Sun","Dec","Dec 2023",51,4
2023-12-25,226.649712899118,28.7725536362108,2023,1,"Mon","Dec","Dec 2023",52,5
2023-12-26,226.96354641948,28.730608520244,2023,2,"Tue","Dec","Dec 2023",52,5
2023-12-27,225.191426583827,29.0162400748435,2023,3,"Wed","Dec","Dec 2023",52,5
2023-12-28,225.540700187293,29.2248955481919,2023,4,"Thu","Dec","Dec 2023",52,5
2023-12-29,241.203951191168,29.2731938795274,2023,5,"Fri","Dec","Dec 2023",52,5
2023-12-30,241.643359867974,29.16707115814,2023,6,"Sat","Dec","Dec 2023",52,5
2023-12-31,234.769135472587,28.8774989676197,2023,0,"Sun","Dec","Dec 2023",52,5
2024-01-01,227.686751613755,29.7986706020685,2024,1,"Mon","Jan","Jan 2024",1,1
2024-01-02,219.089731354679,30.6508565157227,2024,2,"Tue","Jan","Jan 2024",1,1
2024-01-03,218.213966001619,30.9794771677539,2024,3,"Wed","Jan","Jan 2024",1,1
2024-01-04,219.096721194371,31.1593685263233,2024,4,"Thu","Jan","Jan 2024",1,1
2024-01-05,234.583437110834,31.2673627742121,2024,5,"Fri","Jan","Jan 2024",1,1
2024-01-06,235.172906934962,31.4289136423524,2024,6,"Sat","Jan","Jan 2024",1,1
2024-01-07,218.268870956224,31.7455783284534,2024,0,"Sun","Jan","Jan 2024",1,1
2024-01-08,215.776152766878,31.7852131935031,2024,1,"Mon","Jan","Jan 2024",2,2
2024-01-09,215.302979148339,31.817209158563,2024,2,"Tue","Jan","Jan 2024",2,2
2024-01-10,215.903159846882,31.79818825935,2024,3,"Wed","Jan","Jan 2024",2,2
2024-01-11,217.203699740828,31.7664122500416,2024,4,"Thu","Jan","Jan 2024",2,2
2024-01-12,234.497524101141,31.5407985072842,2024,5,"Fri","Jan","Jan 2024",2,2
2024-01-13,235.295539389298,31.3630707380109,2024,6,"Sat","Jan","Jan 2024",2,2
2024-01-14,218.958545523773,31.2027033458665,2024,0,"Sun","Jan","Jan 2024",2,2
2024-01-15,218.578785787382,30.9598038982365,2024,1,"Mon","Jan","Jan 2024",3,3
2024-01-16,219.04419047619,30.7452380952381,2024,2,"Tue","Jan","Jan 2024",3,3
2024-01-17,220.224746933429,30.6323687031083,2024,3,"Wed","Jan","Jan 2024",3,3
2024-01-18,222.139525456063,30.3517348277095,2024,4,"Thu","Jan","Jan 2024",3,3
2024-01-19,238.088072205286,30.1951559086872,2024,5,"Fri","Jan","Jan 2024",3,3
2024-01-20,238.150208923683,30.3803851880313,2024,6,"Sat","Jan","Jan 2024",3,3
2024-01-21,221.226098560671,31.0385091983605,2024,0,"Sun","Jan","Jan 2024",3,3
2024-01-22,218.385358425924,31.3697033142205,2024,1,"Mon","Jan","Jan 2024",4,4
2024-01-23,217.704395186225,31.5273747800029,2024,2,"Tue","Jan","Jan 2024",4,4
2024-01-24,218.1131752337,31.5239884874289,2024,3,"Wed","Jan","Jan 2024",4,4
2024-01-25,220.291713285881,31.5256980979361,2024,4,"Thu","Jan","Jan 2024",4,4
2024-01-26,236.986917455373,31.4532167245717,2024,5,"Fri","Jan","Jan 2024",4,4
2024-01-27,237.30309639074,31.5486746872454,2024,6,"Sat","Jan","Jan 2024",4,4
2024-01-28,219.414037592196,31.9605044016179,2024,0,"Sun","Jan","Jan 2024",4,4
2024-01-29,211.323940985009,32.2467986030268,2024,1,"Mon","Jan","Jan 2024",5,5
2024-01-30,209.321854367549,32.375433429915,2024,2,"Tue","Jan","Jan 2024",5,5
2024-01-31,209.740915783974,32.4514320999382,2024,3,"Wed","Jan","Jan 2024",5,5
2024-02-01,209.363183371298,32.3391230068337,2024,4,"Thu","Feb","Feb 2024",5,1
2024-02-02,226.419631345208,32.2143164127788,2024,5,"Fri","Feb","Feb 2024",5,1
2024-02-03,226.950660330046,32.2713920664868,2024,6,"Sat","Feb","Feb 2024",5,1
2024-02-04,209.3410304483,32.5319790208131,2024,0,"Sun","Feb","Feb 2024",5,1
2024-02-05,207.161255128904,32.6091596897754,2024,1,"Mon","Feb","Feb 2024",6,2
2024-02-06,207.124745006879,32.61777124152,2024,2,"Tue","Feb","Feb 2024",6,2
2024-02-07,207.519522725116,32.5979694468166,2024,3,"Wed","Feb","Feb 2024",6,2
2024-02-08,208.98238910118,32.5042128497852,2024,4,"Thu","Feb","Feb 2024",6,2
2024-02-09,226.406854906079,32.4271427548512,2024,5,"Fri","Feb","Feb 2024",6,2
2024-02-10,226.853710956156,32.4648963606839,2024,6,"Sat","Feb","Feb 2024",6,2
2024-02-11,209.08345006054,32.6511716246053,2024,0,"Sun","Feb","Feb 2024",6,2
2024-02-12,207.273950177936,32.6453143534994,2024,1,"Mon","Feb","Feb 2024",7,3
2024-02-13,207.607254697286,32.5678496868476,2024,2,"Tue","Feb","Feb 2024",7,3
2024-02-14,208.037129300119,32.5172004744958,2024,3,"Wed","Feb","Feb 2024",7,3
2024-02-15,209.250943261906,32.4671934695427,2024,4,"Thu","Feb","Feb 2024",7,3
2024-02-16,226.776496705815,32.0944333046882,2024,5,"Fri","Feb","Feb 2024",7,3
2024-02-17,227.362843905235,31.9688574703859,2024,6,"Sat","Feb","Feb 2024",7,3
2024-02-18,209.415023139907,32.5216565800403,2024,0,"Sun","Feb","Feb 2024",7,3
2024-02-19,207.220490928495,32.7285663464959,2024,1,"Mon","Feb","Feb 2024",8,4
2024-02-20,207.32419484893,32.708817530712,2024,2,"Tue","Feb","Feb 2024",8,4
2024-02-21,208.320048395132,32.5172585581097,2024,3,"Wed","Feb","Feb 2024",8,4
2024-02-22,213.589705147426,31.7174745960353,2024,4,"Thu","Feb","Feb 2024",8,4
2024-02-23,230.852483910623,30.3106997372671,2024,5,"Fri","Feb","Feb 2024",8,4
2024-02-24,231.392716843805,30.3882582604295,2024,6,"Sat","Feb","Feb 2024",8,4
2024-02-25,211.344282961871,32.1043743012773,2024,0,"Sun","Feb","Feb 2024",8,4
2024-02-26,208.292621589561,32.6073546856465,2024,1,"Mon","Feb","Feb 2024",9,5
2024-02-27,207.67335515393,32.7380105308097,2024,2,"Tue","Feb","Feb 2024",9,5
2024-02-28,207.833258224425,32.8312895804179,2024,3,"Wed","Feb","Feb 2024",9,5
2024-02-29,208.970881843834,32.7223579067176,2024,4,"Thu","Feb","Feb 2024",9,5
2024-03-01,229.421504810224,32.5850763413583,2024,5,"Fri","Mar","Mar 2024",9,1
2024-03-02,230.033867068763,32.6176970393241,2024,6,"Sat","Mar","Mar 2024",9,1
2024-03-03,212.012007513612,31.5048624485817,2024,0,"Sun","Mar","Mar 2024",9,1
2024-03-04,209.74314084139,31.596075729862,2024,1,"Mon","Mar","Mar 2024",10,2
2024-03-05,209.490356294537,31.6294536817102,2024,2,"Tue","Mar","Mar 2024",10,2
2024-03-06,209.913279004015,31.583073962318,2024,3,"Wed","Mar","Mar 2024",10,2
2024-03-07,212.488841834793,31.392748382185,2024,4,"Thu","Mar","Mar 2024",10,2
2024-03-08,232.719853399128,31.0520768456858,2024,5,"Fri","Mar","Mar 2024",10,2
2024-03-09,233.240737190241,30.9063893016345,2024,6,"Sat","Mar","Mar 2024",10,2
2024-03-10,215.843795377181,31.1266633340475,2024,0,"Sun","Mar","Mar 2024",10,2
2024-03-11,212.940878498894,31.2587695307855,2024,1,"Mon","Mar","Mar 2024",11,3
2024-03-12,205.559980060405,26.4727443333431,2024,2,"Tue","Mar","Mar 2024",11,3
2024-03-13,211.44438836377,31.3618427090025,2024,3,"Wed","Mar","Mar 2024",11,3
2024-03-14,220.166358680588,30.7678092950199,2024,4,"Thu","Mar","Mar 2024",11,3
2024-03-15,237.500279485746,30.5897149245388,2024,5,"Fri","Mar","Mar 2024",11,3
2024-03-16,238.688280231042,30.5477920626048,2024,6,"Sat","Mar","Mar 2024",11,3
2024-03-17,220.840532175359,30.8726382408648,2024,0,"Sun","Mar","Mar 2024",11,3
2024-03-18,210.621025546774,31.4602095203088,2024,1,"Mon","Mar","Mar 2024",12,4
2024-03-19,210.337162286344,31.4831832383753,2024,2,"Tue","Mar","Mar 2024",12,4
2024-03-20,211.466565559079,31.3525437749897,2024,3,"Wed","Mar","Mar 2024",12,4
2024-03-21,220.720138568129,30.8036951501155,2024,4,"Thu","Mar","Mar 2024",12,4
2024-03-22,238.420160238495,30.5477920626048,2024,5,"Fri","Mar","Mar 2024",12,4
2024-03-23,238.70365535248,30.5016784781798,2024,6,"Sat","Mar","Mar 2024",12,4
2024-03-24,221.18102372035,30.8087113330559,2024,0,"Sun","Mar","Mar 2024",12,4
2024-03-25,212.301153863835,31.453132901209,2024,1,"Mon","Mar","Mar 2024",13,5
2024-03-26,211.885919315516,31.5515893095359,2024,2,"Tue","Mar","Mar 2024",13,5
2024-03-27,213.987251472754,31.3926730486009,2024,3,"Wed","Mar","Mar 2024",13,5
2024-03-28,223.229572704967,30.7995000231471,2024,4,"Thu","Mar","Mar 2024",13,5
2024-03-29,241.030526857089,30.4053106446636,2024,5,"Fri","Mar","Mar 2024",13,5
2024-03-30,241.438976470038,30.4345792206577,2024,6,"Sat","Mar","Mar 2024",13,5
2024-03-31,224.72738652696,30.7663776716584,2024,0,"Sun","Mar","Mar 2024",13,5
2024-04-01,217.865885716921,31.3609740349583,2024,1,"Mon","Apr","Apr 2024",14,1
2024-04-02,211.725014947339,31.7021570160511,2024,2,"Tue","Apr","Apr 2024",14,1
2024-04-03,211.493652837825,31.7082145156839,2024,3,"Wed","Apr","Apr 2024",14,1
2024-04-04,217.084394610557,31.3768918420081,2024,4,"Thu","Apr","Apr 2024",14,1
2024-04-05,234.298730881874,31.1422063130491,2024,5,"Fri","Apr","Apr 2024",14,1
2024-04-06,233.350941641479,31.1973959544292,2024,6,"Sat","Apr","Apr 2024",14,1
2024-04-07,216.348761017027,31.4660144894098,2024,0,"Sun","Apr","Apr 2024",14,1
2024-04-08,209.023302845061,31.769085811463,2024,1,"Mon","Apr","Apr 2024",15,2
2024-04-09,208.442478282851,31.8104518086133,2024,2,"Tue","Apr","Apr 2024",15,2
2024-04-10,209.249034571534,31.7993747701361,2024,3,"Wed","Apr","Apr 2024",15,2
2024-04-11,210.94946661762,31.7408497333088,2024,4,"Thu","Apr","Apr 2024",15,2
2024-04-12,228.769967164593,31.6792304490589,2024,5,"Fri","Apr","Apr 2024",15,2
2024-04-13,229.186748102906,31.6907273736813,2024,6,"Sat","Apr","Apr 2024",15,2
2024-04-14,211.527242631845,31.8911214308704,2024,0,"Sun","Apr","Apr 2024",15,2
2024-04-15,208.149552033081,32.0376751665518,2024,1,"Mon","Apr","Apr 2024",16,3
2024-04-16,207.371382636656,32.0578778135048,2024,2,"Tue","Apr","Apr 2024",16,3
2024-04-17,207.852030503491,32.0837927232635,2024,3,"Wed","Apr","Apr 2024",16,3
2024-04-18,209.928190756225,32.0867407883856,2024,4,"Thu","Apr","Apr 2024",16,3
2024-04-19,227.757556151215,31.9946390609114,2024,5,"Fri","Apr","Apr 2024",16,3
2024-04-20,228.577292899408,32.0035133136095,2024,6,"Sat","Apr","Apr 2024",16,3
2024-04-21,210.275801856447,32.1431853689918,2024,0,"Sun","Apr","Apr 2024",16,3
2024-04-22,205.546160205769,32.1697593239023,2024,1,"Mon","Apr","Apr 2024",17,4
2024-04-23,205.012768107289,32.1912460386718,2024,2,"Tue","Apr","Apr 2024",17,4
2024-04-24,211.111749035458,32.1927246004042,2024,3,"Wed","Apr","Apr 2024",17,4
2024-04-25,214.791325921161,32.1924101810163,2024,4,"Thu","Apr","Apr 2024",17,4
2024-04-26,229.669622240695,32.1788122286875,2024,5,"Fri","Apr","Apr 2024",17,4
2024-04-27,230.058157797487,32.1923503325942,2024,6,"Sat","Apr","Apr 2024",17,4
2024-04-28,210.488102333685,32.3506487552153,2024,0,"Sun","Apr","Apr 2024",17,4
2024-04-29,204.92431045542,32.3833959497847,2024,1,"Mon","Apr","Apr 2024",18,5
2024-04-30,204.763792155425,32.3909457478006,2024,2,"Tue","Apr","Apr 2024",18,5
2024-05-01,203.600540614835,32.5056123150227,2024,3,"Wed","May","May 2024",18,1
2024-05-02,204.932905591201,32.4152153987168,2024,4,"Thu","May","May 2024",18,1
2024-05-03,223.125926949473,32.3154161484962,2024,5,"Fri","May","May 2024",18,1
2024-05-04,223.580145635542,32.3117338003503,2024,6,"Sat","May","May 2024",18,1
2024-05-05,204.661931167224,32.4962192383484,2024,0,"Sun","May","May 2024",18,1
2024-05-06,202.806009802574,32.4675919563923,2024,1,"Mon","May","May 2024",19,2
2024-05-07,202.576080982045,32.470685232686,2024,2,"Tue","May","May 2024",19,2
2024-05-08,202.760294993358,32.4859145252164,2024,3,"Wed","May","May 2024",19,2
2024-05-09,203.642686950147,32.5009164222874,2024,4,"Thu","May","May 2024",19,2
2024-05-10,222.073854224186,32.449843548684,2024,5,"Fri","May","May 2024",19,2
2024-05-11,222.643113607071,32.4111581660836,2024,6,"Sat","May","May 2024",19,2
2024-05-12,203.884840986161,32.5405554028045,2024,0,"Sun","May","May 2024",19,2
2024-05-13,202.039761795694,32.5606962895098,2024,1,"Mon","May","May 2024",20,3
2024-05-14,202.149060925332,32.5469537333944,2024,2,"Tue","May","May 2024",20,3
2024-05-15,202.346266605589,32.5423728813559,2024,3,"Wed","May","May 2024",20,3
2024-05-16,203.413807320537,32.5484447294883,2024,4,"Thu","May","May 2024",20,3
2024-05-17,221.555172096448,32.5050616602246,2024,5,"Fri","May","May 2024",20,3
2024-05-18,222.282071346375,32.4833141542002,2024,6,"Sat","May","May 2024",20,3
2024-05-19,204.071530037117,32.5711405397975,2024,0,"Sun","May","May 2024",20,3
2024-05-20,202.199257935963,32.5683660849251,2024,1,"Mon","May","May 2024",21,4
2024-05-21,202.267555311255,32.5683660849251,2024,2,"Tue","May","May 2024",21,4
2024-05-22,202.457860021986,32.594356907292,2024,3,"Wed","May","May 2024",21,4
2024-05-23,203.39006734778,32.5926604663948,2024,4,"Thu","May","May 2024",21,4
2024-05-24,221.377173613028,32.5466924280063,2024,5,"Fri","May","May 2024",21,4
2024-05-25,221.993004740209,32.5647751852363,2024,6,"Sat","May","May 2024",21,4
2024-05-26,203.095633047702,32.667369289282,2024,0,"Sun","May","May 2024",21,4
2024-05-27,201.516535360938,32.6768046903628,2024,1,"Mon","May","May 2024",22,5
2024-05-28,201.400815279623,32.670727797371,2024,2,"Tue","May","May 2024",22,5
2024-05-29,201.638528832501,32.7073695781615,2024,3,"Wed","May","May 2024",22,5
2024-05-30,202.396042325134,32.7057853511062,2024,4,"Thu","May","May 2024",22,5
2024-05-31,220.75868095479,32.690981005381,2024,5,"Fri","May","May 2024",22,5
2024-06-01,220.910283557356,32.6183023384275,2024,6,"Sat","Jun","Jun 2024",22,1
2024-06-02,202.388168446135,32.6994455391101,2024,0,"Sun","Jun","Jun 2024",22,1
2024-06-03,200.883967017865,32.7027027027027,2024,1,"Mon","Jun","Jun 2024",23,2
2024-06-04,200.876231047593,32.6920434244881,2024,2,"Tue","Jun","Jun 2024",23,2
2024-06-05,201.081497091026,32.7087818956434,2024,3,"Wed","Jun","Jun 2024",23,2
